interaction_id,location,time_of_day,weather
7682,San Francisco,Evening,Rainy
7683,Los Angeles,Night,Cloudy
7684,Houston,Morning,Rainy
7685,Chicago,Afternoon,Sunny
7686,San Francisco,Night,Cloudy
7687,Los Angeles,Afternoon,Rainy
7688,Houston,Morning,Snowy
7689,San Francisco,Evening,Cloudy
7690,Los Angeles,Afternoon,Sunny
7691,Chicago,Night,Cloudy
7692,Chicago,Evening,Snowy
7693,Chicago,Afternoon,Cloudy
7694,San Francisco,Evening,Rainy
7695,San Francisco,Morning,Snowy
7696,New York,Morning,Sunny
7697,Los Angeles,Afternoon,Rainy
7698,Chicago,Night,Cloudy
7699,San Francisco,Evening,Rainy
7700,San Francisco,Afternoon,Rainy
7701,Chicago,Evening,Cloudy
7702,New York,Evening,Cloudy
7703,Chicago,Morning,Cloudy
7704,Los Angeles,Evening,Cloudy
7705,San Francisco,Afternoon,Cloudy
7706,Chicago,Morning,Snowy
7707,New York,Morning,Rainy
7708,Los Angeles,Afternoon,Cloudy
7709,New York,Afternoon,Cloudy
7710,Los Angeles,Night,Cloudy
7711,San Francisco,Morning,Snowy
7712,Chicago,Afternoon,Snowy
7713,Houston,Afternoon,Sunny
7714,New York,Afternoon,Rainy
7715,San Francisco,Evening,Cloudy
7716,New York,Night,Sunny
7717,Chicago,Evening,Rainy
7718,Chicago,Night,Rainy
7719,New York,Morning,Snowy
7720,San Francisco,Morning,Snowy
7721,New York,Afternoon,Sunny
7722,Chicago,Afternoon,Sunny
7723,New York,Morning,Cloudy
7724,San Francisco,Night,Rainy
7725,Los Angeles,Night,Sunny
7726,San Francisco,Morning,Rainy
7727,Chicago,Morning,Cloudy
7728,Houston,Evening,Cloudy
7729,Houston,Evening,Sunny
7730,New York,Evening,Cloudy
7731,Los Angeles,Night,Sunny
7732,San Francisco,Night,Sunny
7733,New York,Night,Rainy
7734,New York,Night,Cloudy
7735,San Francisco,Morning,Rainy
7736,Los Angeles,Morning,Cloudy
7737,Chicago,Night,Cloudy
7738,Los Angeles,Morning,Cloudy
7739,Houston,Morning,Cloudy
7740,San Francisco,Morning,Snowy
7741,Houston,Morning,Snowy
7742,San Francisco,Morning,Sunny
7743,San Francisco,Morning,Sunny
7744,Los Angeles,Morning,Rainy
7745,Houston,Morning,Cloudy
7746,San Francisco,Afternoon,Snowy
7747,San Francisco,Morning,Rainy
7748,Houston,Afternoon,Snowy
7749,New York,Afternoon,Snowy
7750,New York,Morning,Sunny
7751,San Francisco,Afternoon,Cloudy
7752,New York,Afternoon,Snowy
7753,Los Angeles,Afternoon,Snowy
7754,Chicago,Night,Snowy
7755,San Francisco,Afternoon,Cloudy
7756,New York,Night,Cloudy
7757,San Francisco,Night,Sunny
7758,Chicago,Night,Sunny
7759,Los Angeles,Night,Rainy
7760,New York,Afternoon,Sunny
7761,San Francisco,Evening,Sunny
7762,New York,Afternoon,Rainy
7763,Houston,Night,Sunny
7764,New York,Afternoon,Snowy
7765,Chicago,Morning,Snowy
7766,Los Angeles,Morning,Cloudy
7767,San Francisco,Night,Rainy
7768,Houston,Afternoon,Cloudy
7769,San Francisco,Night,Snowy
7770,New York,Morning,Snowy
7771,San Francisco,Afternoon,Snowy
7772,Chicago,Evening,Sunny
7773,New York,Afternoon,Cloudy
7774,Chicago,Morning,Cloudy
7775,New York,Afternoon,Cloudy
7776,Houston,Morning,Sunny
7777,San Francisco,Night,Rainy
7778,New York,Evening,Snowy
7779,Los Angeles,Evening,Sunny
7780,Los Angeles,Afternoon,Snowy
7781,Los Angeles,Night,Cloudy
7782,Chicago,Evening,Sunny
7783,New York,Afternoon,Rainy
7784,Chicago,Night,Rainy
7785,Los Angeles,Morning,Snowy
7786,Los Angeles,Night,Rainy
7787,Los Angeles,Night,Rainy
7788,Chicago,Night,Cloudy
7789,San Francisco,Night,Cloudy
7790,Chicago,Morning,Sunny
7791,Chicago,Night,Snowy
7792,Los Angeles,Evening,Cloudy
7793,Los Angeles,Morning,Sunny
7794,Chicago,Morning,Cloudy
7795,Houston,Morning,Sunny
7796,Chicago,Morning,Sunny
7797,Los Angeles,Afternoon,Rainy
7798,Los Angeles,Morning,Sunny
7799,Houston,Evening,Cloudy
7800,Chicago,Afternoon,Rainy
7801,Chicago,Evening,Rainy
7802,Los Angeles,Morning,Sunny
7803,San Francisco,Afternoon,Sunny
7804,Chicago,Morning,Cloudy
7805,New York,Morning,Cloudy
7806,Los Angeles,Night,Cloudy
7807,Los Angeles,Afternoon,Rainy
7808,New York,Night,Sunny
7809,Chicago,Evening,Snowy
7810,New York,Morning,Rainy
7811,Houston,Evening,Rainy
7812,New York,Evening,Snowy
7813,New York,Afternoon,Sunny
7814,San Francisco,Evening,Rainy
7815,Los Angeles,Evening,Snowy
7816,Chicago,Morning,Snowy
7817,Los Angeles,Evening,Cloudy
7818,Chicago,Afternoon,Cloudy
7819,Chicago,Evening,Sunny
7820,New York,Morning,Snowy
7821,New York,Night,Sunny
7822,Los Angeles,Afternoon,Sunny
7823,San Francisco,Morning,Sunny
7824,Los Angeles,Afternoon,Rainy
7825,Chicago,Morning,Sunny
7826,San Francisco,Evening,Snowy
7827,Los Angeles,Morning,Sunny
7828,Houston,Night,Snowy
7829,Houston,Evening,Rainy
7830,Los Angeles,Morning,Sunny
7831,Los Angeles,Evening,Rainy
7832,Los Angeles,Morning,Snowy
7833,Houston,Night,Snowy
7834,New York,Night,Snowy
7835,Houston,Morning,Sunny
7836,New York,Evening,Sunny
7837,San Francisco,Evening,Cloudy
7838,New York,Afternoon,Sunny
7839,San Francisco,Afternoon,Snowy
7840,Houston,Afternoon,Rainy
7841,Houston,Afternoon,Sunny
7842,New York,Night,Cloudy
7843,Houston,Night,Snowy
7844,Houston,Afternoon,Rainy
7845,Chicago,Evening,Rainy
7846,San Francisco,Morning,Snowy
7847,Chicago,Night,Sunny
7848,Houston,Afternoon,Rainy
7849,Chicago,Evening,Cloudy
7850,Los Angeles,Night,Cloudy
7851,San Francisco,Afternoon,Rainy
7852,Houston,Morning,Cloudy
7853,Houston,Evening,Cloudy
7854,Chicago,Afternoon,Snowy
7855,Los Angeles,Evening,Cloudy
7856,San Francisco,Morning,Sunny
7857,Chicago,Afternoon,Rainy
7858,Los Angeles,Morning,Cloudy
7859,San Francisco,Night,Rainy
7860,New York,Night,Snowy
7861,Los Angeles,Afternoon,Rainy
7862,San Francisco,Night,Sunny
7863,New York,Afternoon,Snowy
7864,Los Angeles,Night,Snowy
7865,San Francisco,Evening,Rainy
7866,Los Angeles,Morning,Sunny
7867,San Francisco,Night,Sunny
7868,New York,Morning,Sunny
7869,Houston,Night,Sunny
7870,San Francisco,Night,Sunny
7871,Los Angeles,Night,Snowy
7872,Houston,Night,Rainy
7873,Los Angeles,Night,Rainy
7874,San Francisco,Night,Snowy
7875,Los Angeles,Night,Rainy
7876,Houston,Morning,Rainy
7877,Chicago,Morning,Cloudy
7878,Houston,Evening,Snowy
7879,Chicago,Night,Rainy
7880,New York,Afternoon,Rainy
7881,Chicago,Night,Sunny
7882,Chicago,Morning,Sunny
7883,San Francisco,Morning,Snowy
7884,New York,Evening,Rainy
7885,Los Angeles,Evening,Sunny
7886,Chicago,Night,Sunny
7887,New York,Evening,Sunny
7888,New York,Afternoon,Snowy
7889,New York,Night,Cloudy
7890,New York,Afternoon,Sunny
7891,New York,Night,Sunny
7892,New York,Afternoon,Rainy
7893,San Francisco,Night,Snowy
7894,Houston,Night,Rainy
7895,Houston,Morning,Snowy
7896,New York,Evening,Cloudy
7897,Los Angeles,Afternoon,Sunny
7898,Chicago,Night,Cloudy
7899,Los Angeles,Evening,Snowy
7900,Houston,Afternoon,Rainy
7901,Chicago,Evening,Snowy
7902,Chicago,Evening,Snowy
7903,Chicago,Night,Snowy
7904,New York,Afternoon,Sunny
7905,Chicago,Morning,Cloudy
7906,Houston,Afternoon,Rainy
7907,San Francisco,Evening,Cloudy
7908,Houston,Night,Cloudy
7909,Los Angeles,Afternoon,Sunny
7910,Los Angeles,Night,Cloudy
7911,San Francisco,Evening,Cloudy
7912,New York,Night,Sunny
7913,Houston,Night,Rainy
7914,Chicago,Night,Cloudy
7915,Chicago,Evening,Rainy
7916,Chicago,Morning,Sunny
7917,Los Angeles,Morning,Rainy
7918,Chicago,Evening,Cloudy
7919,Los Angeles,Morning,Snowy
7920,San Francisco,Evening,Snowy
7921,Los Angeles,Afternoon,Snowy
7922,San Francisco,Night,Sunny
7923,San Francisco,Morning,Sunny
7924,Chicago,Night,Rainy
7925,Chicago,Afternoon,Snowy
7926,Houston,Night,Sunny
7927,Houston,Night,Snowy
7928,Chicago,Night,Sunny
7929,Los Angeles,Morning,Snowy
7930,New York,Night,Rainy
7931,Los Angeles,Night,Cloudy
7932,New York,Afternoon,Cloudy
7933,Houston,Morning,Sunny
7934,Los Angeles,Afternoon,Sunny
7935,Chicago,Afternoon,Snowy
7936,New York,Morning,Cloudy
7937,Chicago,Morning,Snowy
7938,New York,Night,Sunny
7939,Houston,Evening,Rainy
7940,Los Angeles,Night,Sunny
7941,Los Angeles,Night,Sunny
7942,San Francisco,Afternoon,Snowy
7943,Los Angeles,Afternoon,Cloudy
7944,Chicago,Afternoon,Rainy
7945,Chicago,Evening,Rainy
7946,San Francisco,Morning,Cloudy
7947,Houston,Evening,Snowy
7948,Los Angeles,Night,Sunny
7949,New York,Night,Snowy
7950,Houston,Afternoon,Sunny
7951,New York,Night,Rainy
7952,New York,Night,Rainy
7953,San Francisco,Afternoon,Sunny
7954,Los Angeles,Afternoon,Snowy
7955,San Francisco,Night,Snowy
7956,San Francisco,Afternoon,Rainy
7957,Chicago,Night,Cloudy
7958,San Francisco,Night,Sunny
7959,Chicago,Night,Rainy
7960,San Francisco,Afternoon,Sunny
7961,Houston,Night,Snowy
7962,Los Angeles,Afternoon,Snowy
7963,San Francisco,Evening,Sunny
7964,Chicago,Evening,Rainy
7965,Chicago,Evening,Snowy
7966,San Francisco,Afternoon,Snowy
7967,San Francisco,Evening,Sunny
7968,Chicago,Afternoon,Rainy
7969,San Francisco,Night,Snowy
7970,Chicago,Morning,Snowy
7971,San Francisco,Morning,Sunny
7972,New York,Night,Cloudy
7973,New York,Night,Sunny
7974,Chicago,Evening,Cloudy
7975,Chicago,Evening,Rainy
7976,San Francisco,Afternoon,Rainy
7977,Houston,Evening,Sunny
7978,Los Angeles,Morning,Rainy
7979,Los Angeles,Afternoon,Rainy
7980,Houston,Morning,Snowy
7981,New York,Afternoon,Snowy
7982,Houston,Morning,Snowy
7983,New York,Morning,Sunny
7984,San Francisco,Night,Cloudy
7985,San Francisco,Morning,Cloudy
7986,New York,Evening,Sunny
7987,Los Angeles,Afternoon,Rainy
7988,Houston,Night,Rainy
7989,Los Angeles,Morning,Rainy
7990,San Francisco,Night,Cloudy
7991,Chicago,Night,Sunny
7992,San Francisco,Evening,Snowy
7993,Chicago,Evening,Rainy
7994,Los Angeles,Night,Snowy
7995,Houston,Afternoon,Sunny
7996,Houston,Evening,Rainy
7997,Houston,Afternoon,Snowy
7998,Houston,Morning,Rainy
7999,New York,Evening,Snowy
8000,Los Angeles,Morning,Sunny
8001,Chicago,Morning,Rainy
8002,Houston,Evening,Sunny
8003,Los Angeles,Evening,Rainy
8004,Houston,Night,Cloudy
8005,Houston,Evening,Cloudy
8006,Chicago,Night,Snowy
8007,Chicago,Afternoon,Cloudy
8008,San Francisco,Morning,Sunny
8009,Houston,Afternoon,Snowy
8010,Chicago,Afternoon,Rainy
8011,New York,Morning,Sunny
8012,Los Angeles,Evening,Cloudy
8013,San Francisco,Afternoon,Snowy
8014,San Francisco,Morning,Cloudy
8015,Houston,Evening,Snowy
8016,New York,Morning,Sunny
8017,Chicago,Afternoon,Snowy
8018,San Francisco,Evening,Rainy
8019,Houston,Night,Rainy
8020,New York,Evening,Rainy
8021,Los Angeles,Afternoon,Snowy
8022,Chicago,Morning,Sunny
8023,Chicago,Morning,Cloudy
8024,San Francisco,Morning,Sunny
8025,New York,Afternoon,Cloudy
8026,New York,Night,Snowy
8027,Houston,Night,Snowy
8028,Los Angeles,Afternoon,Rainy
8029,Los Angeles,Evening,Cloudy
8030,San Francisco,Afternoon,Snowy
8031,Houston,Morning,Sunny
8032,Chicago,Night,Sunny
8033,Houston,Afternoon,Cloudy
8034,Los Angeles,Afternoon,Snowy
8035,San Francisco,Night,Rainy
8036,Los Angeles,Night,Rainy
8037,San Francisco,Evening,Cloudy
8038,San Francisco,Afternoon,Snowy
8039,Los Angeles,Evening,Snowy
8040,Chicago,Night,Rainy
8041,San Francisco,Afternoon,Sunny
8042,Houston,Evening,Rainy
8043,New York,Night,Cloudy
8044,Houston,Morning,Cloudy
8045,New York,Afternoon,Snowy
8046,Houston,Morning,Rainy
8047,New York,Evening,Sunny
8048,San Francisco,Afternoon,Cloudy
8049,San Francisco,Evening,Cloudy
8050,Chicago,Evening,Rainy
8051,Houston,Afternoon,Rainy
8052,San Francisco,Evening,Sunny
8053,San Francisco,Night,Snowy
8054,San Francisco,Afternoon,Cloudy
8055,Chicago,Night,Snowy
8056,San Francisco,Afternoon,Sunny
8057,Los Angeles,Evening,Rainy
8058,New York,Night,Rainy
8059,New York,Evening,Snowy
8060,Houston,Evening,Rainy
8061,Los Angeles,Morning,Cloudy
8062,Chicago,Evening,Cloudy
8063,Los Angeles,Morning,Snowy
8064,San Francisco,Evening,Snowy
8065,Chicago,Evening,Cloudy
8066,Los Angeles,Evening,Rainy
8067,Los Angeles,Night,Cloudy
8068,Los Angeles,Evening,Snowy
8069,Chicago,Morning,Rainy
8070,San Francisco,Evening,Rainy
8071,Houston,Night,Cloudy
8072,Chicago,Afternoon,Sunny
8073,Chicago,Morning,Sunny
8074,Houston,Night,Snowy
8075,Chicago,Afternoon,Rainy
8076,Houston,Night,Rainy
8077,New York,Night,Cloudy
8078,Houston,Night,Cloudy
8079,Los Angeles,Night,Sunny
8080,Los Angeles,Morning,Snowy
8081,Houston,Night,Snowy
8082,Houston,Afternoon,Rainy
8083,Houston,Night,Rainy
8084,Los Angeles,Afternoon,Cloudy
8085,Houston,Afternoon,Cloudy
8086,San Francisco,Morning,Snowy
8087,New York,Afternoon,Sunny
8088,Los Angeles,Morning,Rainy
8089,Houston,Night,Snowy
8090,Houston,Afternoon,Cloudy
8091,San Francisco,Night,Rainy
8092,Los Angeles,Evening,Cloudy
8093,Chicago,Night,Cloudy
8094,San Francisco,Morning,Sunny
8095,Los Angeles,Night,Sunny
8096,Houston,Night,Sunny
8097,San Francisco,Night,Sunny
8098,Houston,Morning,Sunny
8099,San Francisco,Morning,Sunny
8100,New York,Night,Snowy
8101,Los Angeles,Morning,Snowy
8102,Los Angeles,Afternoon,Cloudy
8103,Los Angeles,Evening,Cloudy
8104,Houston,Afternoon,Rainy
8105,San Francisco,Evening,Sunny
8106,Los Angeles,Afternoon,Sunny
8107,San Francisco,Morning,Sunny
8108,Houston,Night,Rainy
8109,San Francisco,Morning,Sunny
8110,Chicago,Morning,Snowy
8111,Houston,Night,Cloudy
8112,Chicago,Morning,Snowy
8113,Chicago,Afternoon,Snowy
8114,Houston,Afternoon,Rainy
8115,Chicago,Evening,Rainy
8116,Houston,Afternoon,Sunny
8117,Los Angeles,Afternoon,Snowy
8118,Los Angeles,Afternoon,Snowy
8119,New York,Night,Snowy
8120,Houston,Morning,Snowy
8121,Chicago,Afternoon,Cloudy
8122,San Francisco,Afternoon,Cloudy
8123,Los Angeles,Evening,Rainy
8124,Chicago,Morning,Rainy
8125,New York,Afternoon,Rainy
8126,Houston,Afternoon,Rainy
8127,Chicago,Morning,Cloudy
8128,New York,Night,Cloudy
8129,Chicago,Night,Snowy
8130,Los Angeles,Morning,Snowy
8131,Houston,Evening,Cloudy
8132,Houston,Night,Cloudy
8133,Chicago,Night,Rainy
8134,San Francisco,Morning,Snowy
8135,Los Angeles,Night,Snowy
8136,Houston,Evening,Cloudy
8137,San Francisco,Afternoon,Cloudy
8138,Los Angeles,Night,Rainy
8139,San Francisco,Morning,Sunny
8140,San Francisco,Evening,Rainy
8141,New York,Night,Cloudy
8142,Los Angeles,Afternoon,Rainy
8143,Houston,Afternoon,Cloudy
8144,Los Angeles,Night,Cloudy
8145,San Francisco,Morning,Rainy
8146,Los Angeles,Evening,Rainy
8147,Houston,Evening,Rainy
8148,New York,Evening,Rainy
8149,Houston,Morning,Sunny
8150,Chicago,Morning,Rainy
8151,Houston,Night,Sunny
8152,Houston,Evening,Snowy
8153,New York,Evening,Snowy
8154,Houston,Evening,Sunny
8155,San Francisco,Evening,Rainy
8156,San Francisco,Morning,Cloudy
8157,San Francisco,Night,Snowy
8158,Houston,Night,Sunny
8159,Chicago,Afternoon,Snowy
8160,San Francisco,Morning,Rainy
8161,San Francisco,Evening,Sunny
8162,New York,Evening,Rainy
8163,New York,Morning,Cloudy
8164,Houston,Night,Rainy
8165,Houston,Morning,Snowy
8166,Los Angeles,Afternoon,Cloudy
8167,New York,Afternoon,Cloudy
8168,Chicago,Afternoon,Cloudy
8169,Los Angeles,Evening,Snowy
8170,Houston,Afternoon,Rainy
8171,Houston,Afternoon,Rainy
8172,San Francisco,Night,Cloudy
8173,Chicago,Afternoon,Snowy
8174,Los Angeles,Evening,Cloudy
8175,Houston,Afternoon,Sunny
8176,Houston,Afternoon,Cloudy
8177,New York,Afternoon,Snowy
8178,San Francisco,Afternoon,Sunny
8179,Chicago,Night,Cloudy
8180,San Francisco,Morning,Cloudy
8181,San Francisco,Morning,Snowy
8182,Chicago,Afternoon,Cloudy
8183,San Francisco,Afternoon,Rainy
8184,Los Angeles,Night,Rainy
8185,Chicago,Evening,Cloudy
8186,New York,Night,Rainy
8187,New York,Night,Snowy
8188,Chicago,Morning,Snowy
8189,Chicago,Night,Sunny
8190,Los Angeles,Night,Sunny
8191,Los Angeles,Night,Snowy
8192,Chicago,Morning,Cloudy
8193,Chicago,Afternoon,Cloudy
8194,New York,Afternoon,Rainy
8195,Los Angeles,Night,Cloudy
8196,Houston,Night,Sunny
8197,San Francisco,Morning,Rainy
8198,San Francisco,Night,Snowy
8199,Houston,Night,Cloudy
8200,San Francisco,Night,Snowy
8201,Houston,Evening,Sunny
8202,San Francisco,Night,Snowy
8203,Chicago,Morning,Rainy
8204,Houston,Night,Rainy
8205,Los Angeles,Night,Sunny
8206,Chicago,Evening,Sunny
8207,New York,Evening,Rainy
8208,San Francisco,Morning,Cloudy
8209,Houston,Morning,Snowy
8210,San Francisco,Morning,Cloudy
8211,Houston,Afternoon,Sunny
8212,New York,Evening,Sunny
8213,Houston,Evening,Cloudy
8214,Chicago,Evening,Sunny
8215,Los Angeles,Night,Snowy
8216,Los Angeles,Afternoon,Cloudy
8217,Chicago,Morning,Sunny
8218,San Francisco,Night,Cloudy
8219,New York,Morning,Cloudy
8220,San Francisco,Afternoon,Snowy
8221,Houston,Evening,Snowy
8222,New York,Evening,Cloudy
8223,New York,Night,Sunny
8224,Chicago,Night,Sunny
8225,Los Angeles,Morning,Rainy
8226,San Francisco,Afternoon,Sunny
8227,Houston,Afternoon,Snowy
8228,San Francisco,Evening,Sunny
8229,San Francisco,Evening,Cloudy
8230,San Francisco,Afternoon,Rainy
8231,Los Angeles,Afternoon,Cloudy
8232,Chicago,Afternoon,Cloudy
8233,San Francisco,Evening,Cloudy
8234,Los Angeles,Night,Sunny
8235,San Francisco,Evening,Sunny
8236,Houston,Night,Snowy
8237,Chicago,Evening,Cloudy
8238,Chicago,Evening,Snowy
8239,Houston,Night,Sunny
8240,Houston,Evening,Cloudy
8241,Los Angeles,Night,Snowy
8242,Chicago,Evening,Cloudy
8243,Los Angeles,Afternoon,Rainy
8244,Los Angeles,Morning,Rainy
8245,Chicago,Evening,Cloudy
8246,San Francisco,Morning,Snowy
8247,Houston,Night,Rainy
8248,New York,Morning,Sunny
8249,Houston,Afternoon,Snowy
8250,Houston,Evening,Snowy
8251,Chicago,Afternoon,Sunny
8252,New York,Morning,Snowy
8253,Houston,Morning,Snowy
8254,Los Angeles,Afternoon,Sunny
8255,Los Angeles,Morning,Rainy
8256,Chicago,Morning,Cloudy
8257,New York,Evening,Cloudy
8258,Los Angeles,Night,Cloudy
8259,Houston,Evening,Rainy
8260,New York,Evening,Cloudy
8261,New York,Night,Cloudy
8262,Los Angeles,Evening,Rainy
8263,Houston,Morning,Cloudy
8264,New York,Afternoon,Cloudy
8265,Chicago,Morning,Rainy
8266,San Francisco,Night,Sunny
8267,New York,Morning,Cloudy
8268,San Francisco,Morning,Sunny
8269,Houston,Afternoon,Sunny
8270,Chicago,Morning,Cloudy
8271,Houston,Evening,Sunny
8272,Los Angeles,Evening,Cloudy
8273,Chicago,Afternoon,Rainy
8274,Los Angeles,Night,Sunny
8275,Los Angeles,Night,Cloudy
8276,Los Angeles,Afternoon,Sunny
8277,Los Angeles,Morning,Snowy
8278,Houston,Morning,Sunny
8279,Chicago,Night,Sunny
8280,Houston,Night,Snowy
8281,Houston,Evening,Cloudy
8282,New York,Night,Sunny
8283,Chicago,Morning,Sunny
8284,Los Angeles,Evening,Cloudy
8285,New York,Evening,Cloudy
8286,Los Angeles,Morning,Cloudy
8287,Chicago,Night,Rainy
8288,Houston,Afternoon,Rainy
8289,Los Angeles,Morning,Snowy
8290,Houston,Morning,Snowy
8291,Chicago,Afternoon,Sunny
8292,San Francisco,Morning,Sunny
8293,Houston,Afternoon,Rainy
8294,Chicago,Evening,Sunny
8295,New York,Morning,Sunny
8296,New York,Evening,Sunny
8297,Los Angeles,Evening,Sunny
8298,New York,Night,Sunny
8299,San Francisco,Evening,Cloudy
8300,San Francisco,Afternoon,Cloudy
8301,San Francisco,Evening,Snowy
8302,Houston,Evening,Rainy
8303,Los Angeles,Night,Rainy
8304,Chicago,Morning,Snowy
8305,Los Angeles,Afternoon,Cloudy
8306,Houston,Night,Rainy
8307,New York,Morning,Rainy
8308,Los Angeles,Evening,Sunny
8309,New York,Morning,Cloudy
8310,New York,Morning,Cloudy
8311,Houston,Evening,Rainy
8312,Houston,Night,Sunny
8313,San Francisco,Evening,Snowy
8314,Los Angeles,Night,Sunny
8315,New York,Afternoon,Rainy
8316,Houston,Evening,Cloudy
8317,San Francisco,Evening,Cloudy
8318,Chicago,Afternoon,Rainy
8319,Chicago,Evening,Cloudy
8320,Houston,Morning,Sunny
8321,Houston,Night,Cloudy
8322,Chicago,Morning,Sunny
8323,Houston,Afternoon,Sunny
8324,Los Angeles,Afternoon,Sunny
8325,Los Angeles,Morning,Sunny
8326,San Francisco,Afternoon,Sunny
8327,San Francisco,Night,Snowy
8328,San Francisco,Night,Rainy
8329,San Francisco,Evening,Cloudy
8330,New York,Evening,Snowy
8331,Los Angeles,Afternoon,Rainy
8332,Chicago,Night,Cloudy
8333,Los Angeles,Night,Sunny
8334,Chicago,Evening,Cloudy
8335,Chicago,Night,Sunny
8336,Houston,Night,Snowy
8337,Houston,Afternoon,Snowy
8338,Los Angeles,Evening,Rainy
8339,Los Angeles,Evening,Cloudy
8340,San Francisco,Morning,Sunny
8341,Houston,Morning,Rainy
8342,New York,Afternoon,Rainy
8343,Los Angeles,Morning,Sunny
8344,San Francisco,Afternoon,Rainy
8345,San Francisco,Afternoon,Sunny
8346,San Francisco,Afternoon,Cloudy
8347,New York,Night,Cloudy
8348,Los Angeles,Morning,Cloudy
8349,Houston,Morning,Snowy
8350,Los Angeles,Evening,Snowy
8351,Los Angeles,Night,Rainy
8352,Houston,Evening,Cloudy
8353,San Francisco,Morning,Snowy
8354,Los Angeles,Evening,Cloudy
8355,Los Angeles,Evening,Cloudy
8356,Chicago,Afternoon,Sunny
8357,Chicago,Morning,Rainy
8358,San Francisco,Morning,Rainy
8359,San Francisco,Night,Cloudy
8360,New York,Morning,Rainy
8361,San Francisco,Evening,Rainy
8362,Los Angeles,Night,Cloudy
8363,New York,Night,Snowy
8364,Los Angeles,Afternoon,Rainy
8365,New York,Evening,Rainy
8366,San Francisco,Morning,Sunny
8367,Houston,Morning,Cloudy
8368,Los Angeles,Morning,Rainy
8369,Houston,Evening,Sunny
8370,Los Angeles,Evening,Sunny
8371,New York,Morning,Sunny
8372,Chicago,Morning,Cloudy
8373,New York,Evening,Sunny
8374,Chicago,Night,Cloudy
8375,Chicago,Afternoon,Sunny
8376,Los Angeles,Evening,Rainy
8377,Los Angeles,Afternoon,Rainy
8378,Houston,Morning,Cloudy
8379,Houston,Evening,Rainy
8380,Los Angeles,Evening,Sunny
8381,Chicago,Morning,Cloudy
8382,New York,Evening,Rainy
8383,Chicago,Evening,Cloudy
8384,New York,Afternoon,Rainy
8385,Los Angeles,Night,Snowy
8386,San Francisco,Afternoon,Rainy
8387,Chicago,Night,Rainy
8388,Houston,Afternoon,Snowy
8389,Chicago,Night,Snowy
8390,San Francisco,Evening,Sunny
8391,Houston,Night,Sunny
8392,Chicago,Morning,Rainy
8393,Houston,Afternoon,Sunny
8394,Los Angeles,Evening,Cloudy
8395,Los Angeles,Evening,Rainy
8396,Los Angeles,Night,Snowy
8397,Houston,Afternoon,Rainy
8398,Los Angeles,Night,Snowy
8399,New York,Evening,Rainy
8400,New York,Night,Rainy
8401,Houston,Evening,Cloudy
8402,Houston,Night,Sunny
8403,San Francisco,Morning,Cloudy
8404,New York,Morning,Sunny
8405,San Francisco,Evening,Snowy
8406,San Francisco,Night,Sunny
8407,Los Angeles,Night,Snowy
8408,Houston,Afternoon,Snowy
8409,Chicago,Afternoon,Sunny
8410,Houston,Morning,Sunny
8411,Houston,Night,Snowy
8412,Chicago,Evening,Sunny
8413,Los Angeles,Evening,Rainy
8414,Chicago,Morning,Cloudy
8415,Los Angeles,Evening,Snowy
8416,San Francisco,Night,Sunny
8417,Chicago,Evening,Cloudy
8418,Los Angeles,Afternoon,Cloudy
8419,Los Angeles,Evening,Sunny
8420,Houston,Evening,Sunny
8421,San Francisco,Afternoon,Cloudy
8422,San Francisco,Evening,Cloudy
8423,Houston,Evening,Rainy
8424,New York,Night,Sunny
8425,Los Angeles,Morning,Cloudy
8426,San Francisco,Night,Snowy
8427,Chicago,Night,Cloudy
8428,New York,Morning,Rainy
8429,Houston,Afternoon,Cloudy
8430,Houston,Night,Snowy
8431,San Francisco,Evening,Cloudy
8432,New York,Afternoon,Sunny
8433,Los Angeles,Afternoon,Cloudy
8434,San Francisco,Evening,Sunny
8435,Los Angeles,Night,Rainy
8436,San Francisco,Night,Rainy
8437,San Francisco,Morning,Cloudy
8438,Chicago,Night,Cloudy
8439,Houston,Afternoon,Rainy
8440,Los Angeles,Afternoon,Cloudy
8441,New York,Evening,Snowy
8442,New York,Evening,Rainy
8443,Los Angeles,Afternoon,Snowy
8444,San Francisco,Morning,Sunny
8445,Los Angeles,Afternoon,Sunny
8446,New York,Evening,Rainy
8447,New York,Evening,Snowy
8448,San Francisco,Evening,Snowy
8449,New York,Afternoon,Snowy
8450,Chicago,Afternoon,Rainy
8451,Los Angeles,Morning,Snowy
8452,Houston,Evening,Rainy
8453,San Francisco,Evening,Rainy
8454,Houston,Night,Sunny
8455,Los Angeles,Evening,Sunny
8456,Houston,Morning,Rainy
8457,Los Angeles,Night,Sunny
8458,New York,Evening,Snowy
8459,Houston,Afternoon,Sunny
8460,San Francisco,Morning,Rainy
8461,Chicago,Night,Sunny
8462,Los Angeles,Night,Cloudy
8463,New York,Morning,Rainy
8464,Chicago,Night,Cloudy
8465,Houston,Morning,Rainy
8466,Los Angeles,Morning,Sunny
8467,San Francisco,Night,Rainy
8468,Los Angeles,Evening,Rainy
8469,Houston,Morning,Snowy
8470,Houston,Evening,Snowy
8471,Los Angeles,Night,Snowy
8472,Houston,Evening,Sunny
8473,Chicago,Morning,Rainy
8474,Houston,Morning,Sunny
8475,New York,Afternoon,Rainy
8476,New York,Night,Snowy
